# time [s];Channel 0;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5
3.018000;0.456489;0.454963;0.001526;-0.393609;-30.000000;0.032103
3.019000;0.455238;0.454734;0.000504;-0.393565;-30.000000;0.032346
3.020000;0.452781;0.454917;-0.002136;-0.393527;-30.000000;0.029067
3.021000;0.449393;0.455131;-0.005737;-0.393499;-30.000000;0.021029
3.023000;0.445563;0.455268;-0.009705;-0.393488;-30.000000;0.007809
3.024000;0.441123;0.454994;-0.013870;-0.393503;-30.000000;-0.010789
3.025000;0.434516;0.454612;-0.020096;-0.393553;-30.000000;-0.037440
3.027000;0.431174;0.454536;-0.023362;-0.393643;-30.000000;-0.068089
3.028000;0.435752;0.454475;-0.018723;-0.393766;-30.000000;-0.092145
3.029000;0.435630;0.454688;-0.019059;-0.393921;-30.000000;-0.116328
3.030000;0.416175;0.454719;-0.038544;-0.394018;-30.000000;-0.072836
3.032000;0.378820;0.454185;-0.075364;-0.394248;-30.000000;-0.172351
3.033000;0.353719;0.453483;-0.099763;-0.394528;-30.000000;-0.209737
3.034000;0.361929;0.453223;-0.091295;-0.394842;-30.000000;-0.235334
3.035000;0.391821;0.452979;-0.061158;-0.395136;-30.000000;-0.220407
3.037000;0.420417;0.452888;-0.032471;-0.395359;-30.000000;-0.167430
3.038000;0.443885;0.452735;-0.008850;-0.395470;-30.000000;-0.083664
3.039000;0.460777;0.452918;0.007858;-0.395566;-30.000000;-0.072071
3.041000;0.469123;0.453361;0.015763;-0.395633;-30.000000;-0.050093
3.042000;0.467033;0.453574;0.013458;-0.395675;-30.000000;-0.031481
3.043000;0.456260;0.453758;0.002503;-0.395712;-30.000000;-0.027724
3.044000;0.444770;0.454353;-0.009583;-0.395766;-30.000000;-0.040132
3.046000;0.434379;0.454994;-0.020615;-0.395855;-30.000000;-0.067083
3.047000;0.418647;0.454765;-0.036118;-0.396008;-30.000000;-0.114346
3.048000;0.397681;0.454520;-0.056840;-0.396135;-30.000000;-0.095275
3.050000;0.388220;0.453086;-0.064866;-0.396375;-30.000000;-0.180493
3.051000;0.399069;0.451759;-0.052689;-0.396582;-30.000000;-0.155005
3.052000;0.420172;0.450660;-0.030488;-0.396716;-30.000000;-0.100255
3.053000;0.439033;0.450065;-0.011032;-0.396743;-30.000000;-0.020295
3.055000;0.450324;0.450095;0.000229;-0.396769;-30.000000;-0.019719
3.056000;0.455955;0.450721;0.005234;-0.396786;-30.000000;-0.012478
3.057000;0.455100;0.451865;0.003235;-0.396796;-30.000000;-0.007998
3.059000;0.447608;0.452873;-0.005264;-0.396816;-30.000000;-0.014910
3.060000;0.431739;0.453498;-0.021759;-0.396874;-30.000000;-0.043724
3.061000;0.407279;0.453437;-0.046159;-0.397014;-30.000000;-0.104686
3.062000;0.380652;0.453208;-0.072557;-0.397156;-30.000000;-0.106699
3.064000;0.361181;0.452567;-0.091386;-0.397335;-30.000000;-0.133791
3.065000;0.353719;0.451835;-0.098116;-0.397561;-30.000000;-0.169495
3.066000;0.370367;0.452644;-0.082277;-0.397805;-30.000000;-0.183604
3.067000;0.403281;0.454108;-0.050828;-0.398013;-30.000000;-0.155593
3.069000;0.436377;0.454795;-0.018418;-0.398126;-30.000000;-0.084742
3.070000;0.459693;0.455283;0.004410;-0.398230;-30.000000;-0.077732
3.071000;0.469200;0.455283;0.013916;-0.398307;-30.000000;-0.058141
3.073000;0.460105;0.454978;0.005127;-0.398374;-30.000000;-0.050529
3.074000;0.437324;0.455024;-0.017700;-0.398472;-30.000000;-0.073456
3.075000;0.412970;0.455070;-0.042100;-0.398644;-30.000000;-0.128610
3.076000;0.398199;0.454597;-0.056397;-0.398789;-30.000000;-0.108758
3.078000;0.402823;0.453437;-0.050614;-0.398897;-30.000000;-0.081460
3.079000;0.429938;0.452628;-0.022690;-0.399045;-30.000000;-0.110628
3.080000;0.463691;0.452476;0.011215;-0.399046;-30.000000;-0.000865
3.082000;0.486839;0.453605;0.033234;-0.398988;-30.000000;0.043458
3.083000;0.497261;0.454520;0.042741;-0.398855;-30.000000;0.099866
3.084000;0.498970;0.454643;0.044327;-0.398645;-30.000000;0.157638
3.085000;0.496941;0.454154;0.042786;-0.398486;-30.000000;0.119251
3.087000;0.493385;0.454154;0.039231;-0.398384;-30.000000;0.076636
3.088000;0.489235;0.454154;0.035080;-0.398220;-30.000000;0.122388
3.089000;0.482963;0.454673;0.028290;-0.398134;-30.000000;0.065143
3.091000;0.471153;0.455695;0.015457;-0.398020;-30.000000;0.084884
3.092000;0.452384;0.456840;-0.004456;-0.397917;-30.000000;0.077812
3.093000;0.426123;0.457130;-0.031006;-0.397869;-30.000000;0.035432
3.094000;0.393606;0.456123;-0.062516;-0.397934;-30.000000;-0.048395
3.096000;0.375143;0.455619;-0.080476;-0.398141;-30.000000;-0.155051
3.097000;0.380011;0.455436;-0.075425;-0.398354;-30.000000;-0.160218
3.098000;0.399542;0.455009;-0.055467;-0.398539;-30.000000;-0.138703
3.099000;0.421958;0.454566;-0.032609;-0.398655;-30.000000;-0.086999
3.101000;0.441001;0.455131;-0.014130;-0.398795;-30.000000;-0.104679
3.102000;0.452049;0.456565;-0.004517;-0.398816;-30.000000;-0.015972
3.103000;0.455421;0.458946;-0.003525;-0.398843;-30.000000;-0.020459
3.105000;0.458412;0.461204;-0.002792;-0.398875;-30.000000;-0.023909
3.106000;0.461234;0.462287;-0.001053;-0.398909;-30.000000;-0.024994
3.107000;0.463630;0.460883;0.002747;-0.398937;-30.000000;-0.020999
3.108000;0.469017;0.457862;0.011154;-0.398944;-30.000000;-0.005846
3.110000;0.473106;0.454093;0.019013;-0.398918;-30.000000;0.019582
3.111000;0.467445;0.451072;0.016373;-0.398863;-30.000000;0.041152
3.112000;0.456901;0.450309;0.006592;-0.398798;-30.000000;0.049392
3.114000;0.447440;0.451713;-0.004273;-0.398740;-30.000000;0.043037
3.115000;0.437263;0.454337;-0.017075;-0.398714;-30.000000;0.019696
3.116000;0.423789;0.455879;-0.032090;-0.398745;-30.000000;-0.023352
3.117000;0.411353;0.456901;-0.045548;-0.398857;-30.000000;-0.083772
3.119000;0.407538;0.456931;-0.049393;-0.399055;-30.000000;-0.148513
3.120000;0.416754;0.453544;-0.036790;-0.399191;-30.000000;-0.102252
3.121000;0.432853;0.450752;-0.017899;-0.399233;-30.000000;-0.031421
3.123000;0.441947;0.453803;-0.011856;-0.399295;-30.000000;-0.046810
3.124000;0.434012;0.458564;-0.024552;-0.399401;-30.000000;-0.078921
3.125000;0.412146;0.461128;-0.048981;-0.399592;-30.000000;-0.143178
3.126000;0.390951;0.461173;-0.070222;-0.399780;-30.000000;-0.141565
3.128000;0.372824;0.459342;-0.086519;-0.399996;-30.000000;-0.161702
3.129000;0.364279;0.456626;-0.092348;-0.400248;-30.000000;-0.189343
3.130000;0.378958;0.453346;-0.074388;-0.400505;-30.000000;-0.192669
3.132000;0.414801;0.450065;-0.035264;-0.400697;-30.000000;-0.143785
3.133000;0.456184;0.447791;0.008392;-0.400747;-30.000000;-0.037344
3.134000;0.489952;0.448768;0.041184;-0.400723;-30.000000;0.018066
3.135000;0.512398;0.454856;0.057542;-0.400597;-30.000000;0.094547
3.137000;0.519341;0.463050;0.056291;-0.400372;-30.000000;0.168341
3.138000;0.510155;0.470268;0.039887;-0.400204;-30.000000;0.125946
3.139000;0.491661;0.475853;0.015808;-0.400135;-30.000000;0.052011
3.140000;0.477791;0.479301;-0.001511;-0.400069;-30.000000;0.049303
3.142000;0.478569;0.480110;-0.001541;-0.400007;-30.000000;0.046591
3.143000;0.487251;0.477882;0.009369;-0.399929;-30.000000;0.058462
3.144000;0.493904;0.472694;0.021210;-0.399814;-30.000000;0.085962
3.146000;0.496056;0.467231;0.028824;-0.399650;-30.000000;0.123249
3.147000;0.495262;0.463401;0.031861;-0.399556;-30.000000;0.070753
3.148000;0.492790;0.460151;0.032639;-0.399405;-30.000000;0.113328
3.149000;0.489754;0.456062;0.033692;-0.399320;-30.000000;0.063407
3.151000;0.486900;0.453117;0.033783;-0.399177;-30.000000;0.107606
3.152000;0.485008;0.452857;0.032151;-0.399102;-30.000000;0.055705
3.153000;0.483284;0.455512;0.027771;-0.398980;-30.000000;0.091991
3.155000;0.482094;0.459037;0.023056;-0.398818;-30.000000;0.121507
3.156000;0.481559;0.462348;0.019211;-0.398748;-30.000000;0.052168
3.157000;0.481086;0.465415;0.015671;-0.398652;-30.000000;0.072367
3.158000;0.480812;0.466804;0.014008;-0.398532;-30.000000;0.090079
