# time [s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5
0.874000;0.084087;0.253379;0.002730;2.790.346;30.000.000;0.031736
0.875000;0.084106;0.254042;0.002277;2.790.392;30.000.000;0.034349
0.877000;0.084125;0.254688;0.001835;2.790.441;30.000.000;0.036337
0.878000;0.084146;0.255314;0.001406;2.790.491;30.000.000;0.037727
0.879000;0.084168;0.255920;0.000991;2.790.542;30.000.000;0.038545
0.881000;0.084190;0.256502;0.000591;2.790.594;30.000.000;0.038820
0.882000;0.084214;0.257059;0.000209;2.790.646;30.000.000;0.038581
0.883000;0.084240;0.257590;-0.000155;2.790.696;30.000.000;0.037860
0.884000;0.084268;0.258093;-0.000501;2.790.745;30.000.000;0.036688
0.886000;0.084299;0.258568;-0.000826;2.790.792;30.000.000;0.035098
0.887000;0.084334;0.259011;-0.001129;2.790.836;30.000.000;0.033124
0.888000;0.084371;0.259421;-0.001408;2.790.877;30.000.000;0.030805
0.890000;0.084412;0.259794;-0.001662;2.790.915;30.000.000;0.028179
0.891000;0.084455;0.260127;-0.001887;2.790.948;30.000.000;0.025286
0.892000;0.084501;0.260419;-0.002084;2.790.978;30.000.000;0.022171
0.893000;0.084551;0.260668;-0.002250;2.791.003;30.000.000;0.018876
0.895000;0.084605;0.260872;-0.002384;2.791.024;30.000.000;0.015445
0.896000;0.084663;0.261031;-0.002486;2.791.040;30.000.000;0.011924
0.897000;0.084726;0.261143;-0.002555;2.791.051;30.000.000;0.008358
0.898000;0.084792;0.261207;-0.002590;2.791.057;30.000.000;0.004793
0.900000;0.084863;0.261223;-0.002590;2.791.059;30.000.000;0.001276
0.901000;0.084938;0.261193;-0.002558;2.791.056;30.000.000;-0.002152
0.902000;0.085017;0.261119;-0.002495;2.791.049;30.000.000;-0.005450
0.904000;0.085100;0.261006;-0.002403;2.791.037;30.000.000;-0.008582
0.905000;0.085188;0.260858;-0.002287;2.791.022;30.000.000;-0.011516
0.906000;0.085282;0.260679;-0.002148;2.791.003;30.000.000;-0.014227
0.907000;0.085382;0.260472;-0.001988;2.790.981;30.000.000;-0.016688
0.909000;0.085486;0.260240;-0.001810;2.790.955;30.000.000;-0.018879
0.910000;0.085596;0.259986;-0.001616;2.790.928;30.000.000;-0.020782
0.911000;0.085711;0.259713;-0.001408;2.790.898;30.000.000;-0.022382
0.913000;0.085831;0.259427;-0.001189;2.790.866;30.000.000;-0.023669
0.914000;0.085956;0.259132;-0.000963;2.790.833;30.000.000;-0.024638
0.915000;0.086087;0.258834;-0.000734;2.790.800;30.000.000;-0.025288
0.916000;0.086224;0.258536;-0.000505;2.790.766;30.000.000;-0.025624
0.918000;0.086366;0.258241;-0.000277;2.790.731;30.000.000;-0.025652
0.919000;0.086514;0.257953;-0.000052;2.790.698;30.000.000;-0.025379
0.920000;0.086666;0.257672;0.000169;2.790.664;30.000.000;-0.024816
0.922000;0.086822;0.257401;0.000382;2.790.633;30.000.000;-0.023975
0.923000;0.086982;0.257144;0.000588;2.790.602;30.000.000;-0.022872
0.924000;0.087147;0.256903;0.000782;2.790.573;30.000.000;-0.021524
0.925000;0.087315;0.256682;0.000964;2.790.547;30.000.000;-0.019952
0.927000;0.087489;0.256482;0.001132;2.790.522;30.000.000;-0.018177
0.928000;0.087666;0.256303;0.001285;2.790.501;30.000.000;-0.016221
0.929000;0.087847;0.256147;0.001424;2.790.482;30.000.000;-0.014106
